0, 4519
58, 4561
58, 4615
54, 4643
54, 5279
54, 5279
55, 5279
58, 5279
61, 5279
55, 5531
58, 5531
55, 5531
55, 5531
56, 5531
54, 5531
55, 5533
57, 5533
55, 5533
55, 5533
60, 5913
55, 5913
60, 5913
58, 5913
60, 5913
55, 5913
54, 5913
45, 5913
57, 5913
55, 5913
61, 5913
56, 5913
54, 5913
55, 5913
55, 5913
55, 5913
55, 5913
55, 5913
55, 5913
55, 5913
58, 5913
54, 5913
55, 5913
55, 5913
54, 5913
55, 5913
55, 5913
0, 0
0, 0
0, 3895
0, 4387
4, 4403
55, 4523
61, 4531
55, 4561
62, 5185
54, 5185
55, 5185
62, 5185
55, 5443
59, 5443
57, 5443
55, 5443
59, 5443
60, 5443
56, 5443
56, 5445
56, 5445
57, 5445
61, 5445
57, 5445
54, 5445
54, 5445
59, 5445
53, 5445
56, 5445
55, 5445
59, 5445
56, 5445
55, 5445
55, 5445
55, 5445
57, 5445
55, 5445
59, 5445
62, 5445
60, 5445
53, 5445
55, 5445
58, 5445
55, 5445
54, 5445
55, 5445
56, 5445
56, 5445
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
