timestamp, memory.used [MiB], utilization.gpu [%]
2026/08/01 13:08:57.663, 5781 MiB, 29 %
2026/08/01 13:09:02.663, 5781 MiB, 26 %
2026/08/01 13:09:07.664, 5781 MiB, 28 %
2026/08/01 13:09:12.664, 5781 MiB, 28 %
2026/08/01 13:09:17.664, 5781 MiB, 25 %
2026/08/01 13:09:22.665, 5781 MiB, 28 %
2026/08/01 13:09:27.665, 5781 MiB, 29 %
2026/08/01 13:09:32.666, 5781 MiB, 29 %
2026/08/01 13:09:37.666, 5781 MiB, 25 %
2026/08/01 13:09:42.666, 5781 MiB, 28 %
2026/08/01 13:09:47.667, 5781 MiB, 27 %
2026/08/01 13:09:52.667, 5781 MiB, 28 %
2026/08/01 13:09:57.668, 5781 MiB, 27 %
2026/08/01 13:10:02.668, 5781 MiB, 28 %
2026/08/01 13:10:07.668, 5781 MiB, 28 %
2026/08/01 13:10:12.669, 5781 MiB, 27 %
2026/08/01 13:10:17.669, 5781 MiB, 28 %
2026/08/01 13:10:22.670, 5781 MiB, 27 %
2026/08/01 13:10:27.670, 5781 MiB, 29 %
2026/08/01 13:10:32.670, 5781 MiB, 28 %
2026/08/01 13:10:37.671, 5781 MiB, 28 %
2026/08/01 13:10:42.671, 5781 MiB, 29 %
2026/08/01 13:10:47.672, 5781 MiB, 28 %
2026/08/01 13:10:52.672, 5781 MiB, 28 %
2026/08/01 13:10:57.672, 5781 MiB, 29 %
2026/08/01 13:11:02.673, 5781 MiB, 28 %
2026/08/01 13:11:07.673, 5781 MiB, 29 %
2026/08/01 13:11:12.674, 5781 MiB, 25 %
2026/08/01 13:11:17.675, 5781 MiB, 28 %
2026/08/01 13:11:22.675, 5781 MiB, 27 %
2026/08/01 13:11:27.675, 5781 MiB, 29 %
2026/08/01 13:11:32.676, 5781 MiB, 29 %
2026/08/01 13:11:37.676, 5781 MiB, 29 %
2026/08/01 13:11:42.677, 5781 MiB, 29 %
2026/08/01 13:11:47.677, 5781 MiB, 26 %
2026/08/01 13:11:52.678, 5781 MiB, 29 %
2026/08/01 13:11:57.678, 5781 MiB, 29 %
2026/08/01 13:12:02.678, 5781 MiB, 26 %
2026/08/01 13:12:07.679, 5781 MiB, 29 %
2026/08/01 13:12:12.679, 5781 MiB, 26 %
2026/08/01 13:12:17.680, 5781 MiB, 29 %
2026/08/01 13:12:22.680, 5781 MiB, 28 %
2026/08/01 13:12:27.680, 5781 MiB, 27 %
2026/08/01 13:12:32.681, 5781 MiB, 26 %
2026/08/01 13:12:37.681, 5781 MiB, 28 %
2026/08/01 13:12:42.682, 5781 MiB, 29 %
2026/08/01 13:12:47.682, 5781 MiB, 28 %
2026/08/01 13:12:52.683, 5781 MiB, 29 %
2026/08/01 13:12:57.683, 5781 MiB, 28 %
2026/08/01 13:13:02.684, 5781 MiB, 0 %
2026/08/01 13:13:07.684, 5781 MiB, 29 %
2026/08/01 13:13:12.685, 5781 MiB, 28 %
2026/08/01 13:13:17.685, 5781 MiB, 28 %
2026/08/01 13:13:22.686, 5781 MiB, 27 %
2026/08/01 13:13:27.686, 5781 MiB, 29 %
2026/08/01 13:13:32.686, 5781 MiB, 27 %
2026/08/01 13:13:37.687, 5781 MiB, 25 %
2026/08/01 13:13:42.687, 5781 MiB, 29 %
2026/08/01 13:13:47.687, 5781 MiB, 29 %
2026/08/01 13:13:52.688, 5781 MiB, 29 %
2026/08/01 13:13:57.688, 5781 MiB, 29 %
2026/08/01 13:14:02.689, 5781 MiB, 30 %
2026/08/01 13:14:07.689, 5781 MiB, 29 %
2026/08/01 13:14:12.690, 5781 MiB, 27 %
2026/08/01 13:14:17.690, 5781 MiB, 29 %
2026/08/01 13:14:22.690, 5781 MiB, 29 %
2026/08/01 13:14:27.691, 5781 MiB, 29 %
2026/08/01 13:14:32.691, 5781 MiB, 27 %
2026/08/01 13:14:37.692, 5781 MiB, 29 %
2026/08/01 13:14:42.692, 5781 MiB, 30 %
2026/08/01 13:14:47.693, 5781 MiB, 29 %
2026/08/01 13:14:52.693, 5781 MiB, 26 %
2026/08/01 13:14:57.694, 5781 MiB, 30 %
2026/08/01 13:15:02.694, 5781 MiB, 30 %
2026/08/01 13:15:07.694, 5781 MiB, 30 %
2026/08/01 13:15:12.695, 5781 MiB, 29 %
2026/08/01 13:15:17.695, 5781 MiB, 29 %
2026/08/01 13:15:22.696, 5781 MiB, 28 %
2026/08/01 13:15:27.696, 5781 MiB, 27 %
2026/08/01 13:15:32.696, 5781 MiB, 26 %
2026/08/01 13:15:37.697, 5781 MiB, 26 %
2026/08/01 13:15:42.697, 5781 MiB, 26 %
2026/08/01 13:15:47.698, 5781 MiB, 28 %
2026/08/01 13:15:52.698, 5781 MiB, 26 %
2026/08/01 13:15:57.698, 5781 MiB, 26 %
2026/08/01 13:16:02.699, 5785 MiB, 78 %
2026/08/01 13:16:07.699, 5785 MiB, 29 %
2026/08/01 13:16:12.700, 5785 MiB, 27 %
2026/08/01 13:16:17.700, 5785 MiB, 29 %
2026/08/01 13:16:22.700, 5785 MiB, 29 %
2026/08/01 13:16:27.701, 5785 MiB, 27 %
2026/08/01 13:16:32.701, 5785 MiB, 29 %
2026/08/01 13:16:37.702, 5785 MiB, 28 %
2026/08/01 13:16:42.702, 5785 MiB, 29 %
2026/08/01 13:16:47.702, 5785 MiB, 26 %
2026/08/01 13:16:52.703, 5785 MiB, 26 %
2026/08/01 13:16:57.703, 5785 MiB, 29 %
2026/08/01 13:17:02.704, 5785 MiB, 28 %
2026/08/01 13:17:07.704, 5785 MiB, 28 %
