0, 2633
47, 2641
46, 2651
46, 2659
51, 2667
46, 3105
45, 3105
46, 3105
45, 3107
54, 3317
53, 3317
46, 3317
46, 3317
54, 3317
45, 3317
46, 3317
45, 3317
50, 3455
45, 3455
53, 3455
48, 3455
54, 3455
46, 3455
46, 3455
46, 3455
65, 3609
49, 3609
46, 3609
46, 3609
49, 3609
46, 3609
45, 3609
51, 3609
60, 3609
50, 3609
49, 3609
46, 3609
46, 3609
46, 3609
48, 3609
53, 3609
46, 3609
46, 3609
46, 3609
46, 3609
52, 3609
46, 3609
51, 3609
54, 3609
46, 3609
41, 3609
48, 3609
46, 3609
51, 3609
45, 3609
51, 3609
45, 3609
46, 3609
50, 3609
46, 3609
46, 3609
46, 3609
55, 3609
46, 3609
45, 3609
50, 3609
46, 3609
46, 3609
46, 3609
45, 3609
44, 3609
51, 3609
51, 3609
46, 3609
45, 3609
47, 3609
55, 3609
49, 3609
46, 3609
62, 3609
55, 3609
46, 3609
47, 3609
51, 3609
46, 3609
48, 3609
52, 3609
23, 3609
45, 3609
45, 3609
52, 3609
47, 3609
46, 3609
46, 3609
50, 3609
46, 3609
45, 3609
54, 3609
46, 3609
45, 3609
46, 3609
45, 3609
51, 3609
46, 3609
49, 3609
45, 3611
55, 3773
55, 3773
46, 3773
46, 3773
50, 3773
47, 3783
45, 4151
51, 4151
52, 4151
52, 4151
46, 4151
54, 4151
53, 4151
46, 4151
46, 4151
46, 4151
46, 4151
52, 4151
46, 4151
46, 4151
46, 4151
50, 4151
48, 4151
46, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
45, 4151
53, 4151
49, 4151
45, 4151
46, 4151
46, 4151
51, 4151
38, 4151
46, 4151
46, 4151
49, 4151
45, 4151
53, 4151
46, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
0, 4151
